,bbrefID,Date,G,Age,Team,is_away,Opp,win_loss,goals,assists,pts,plus_minus,pim,g_ev,g_pp,g_sh,g_gw,a_ev,a_pp,a_sh,shots,shooting_pct,shifts,toi,hits,blocks,fow,fol,fo_pct
1,karlsme01,2017-10-07,2,27-081,SJS,,LAK,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,13,8:00,2,1,0,1,0.0
0,formeal01,2017-10-07,1,18-024,OTT,,DET,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,4:54,1,1,0,0,
0,barrity01,2017-10-05,1,26-071,COL,@,NYR,W,1,1,2,1,0,1,0,0,1,0,1,0,4,25.0,29,25:14,0,1,0,0,
1,barrity01,2017-10-07,2,26-073,COL,@,NJD,L,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,26,23:54,0,0,0,0,
0,kucheni01,2017-10-06,1,24-111,TBL,,FLA,W,1,0,1,0,2,1,0,0,1,0,0,0,4,25.0,20,19:15,0,0,0,0,
1,kucheni01,2017-10-07,2,24-112,TBL,@,FLA,L,1,1,2,-1,4,1,0,0,0,0,1,0,2,50.0,24,18:24,2,0,0,0,
0,orpikbr01,2017-10-05,1,37-009,WSH,@,OTT,W,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,32,24:47,6,3,0,0,
1,orpikbr01,2017-10-07,2,37-011,WSH,,MTL,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,27,19:31,3,1,0,0,
0,edmunjo01,2017-10-04,1,24-098,STL,@,PIT,W,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,27,23:22,3,2,0,0,
1,edmunjo01,2017-10-07,2,24-101,STL,,DAL,W,1,0,1,1,4,1,0,0,0,0,0,0,2,50.0,25,20:37,0,3,0,0,
0,petanni01,2017-10-07,1,22-199,WPG,@,CGY,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,10:08,0,0,0,0,
0,careypa01,2017-10-05,1,29-011,NYR,,COL,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,7:22,1,0,0,0,
1,careypa01,2017-10-07,2,29-013,NYR,@,TOR,L,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,22,14:43,2,2,0,0,
2,careypa01,2017-10-08,3,29-014,NYR,,MTL,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,12:42,1,1,0,0,
0,greenan01,2017-10-07,1,34-342,NJD,,COL,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,28,16:04,1,2,0,0,
0,schulju01,2017-10-04,1,27-090,PIT,,STL,L-OT,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,27,19:25,0,0,0,0,
1,schulju01,2017-10-05,2,27-091,PIT,@,CHI,L,0,0,0,-4,2,0,0,0,0,0,0,0,0,,28,19:50,2,2,0,0,
2,schulju01,2017-10-07,3,27-093,PIT,,NSH,W,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,32,21:58,0,4,0,0,
0,subbapk01,2017-10-05,1,28-145,NSH,@,BOS,L,0,1,1,-1,0,0,0,0,0,0,1,0,5,0.0,29,28:01,3,1,0,2,0.0
1,subbapk01,2017-10-07,2,28-147,NSH,@,PIT,L,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,29,25:02,4,1,0,0,
0,grantde01,2017-10-05,1,27-168,ANA,,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,6:59,0,2,7,1,87.5
1,grantde01,2017-10-07,2,27-170,ANA,,PHI,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,0,,11,7:12,0,1,1,6,14.3
0,mannibr01,2017-10-04,1,27-122,PHI,@,SJS,W,0,0,0,0,2,0,0,0,0,0,0,0,0,,24,17:09,2,0,0,0,
0,hainsro01,2017-10-04,1,36-194,TOR,@,WPG,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,28,22:53,2,1,0,0,
1,hainsro01,2017-10-07,2,36-197,TOR,,NYR,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,31,20:28,0,2,0,0,
0,kanepa01,2017-10-05,1,28-320,CHI,,PIT,W,1,3,4,5,0,1,0,0,0,3,0,0,2,50.0,22,16:55,0,0,0,0,
1,kanepa01,2017-10-07,2,28-322,CHI,,CBJ,W,1,1,2,1,0,1,0,0,0,1,0,0,6,16.7,25,21:10,3,0,0,0,
0,nealja01,2017-10-06,1,30-033,VEG,@,DAL,W,2,0,2,2,2,2,0,0,1,0,0,0,4,50.0,23,17:22,4,1,0,0,
1,nealja01,2017-10-07,2,30-034,VEG,@,ARI,W,1,0,1,2,0,1,0,0,1,0,0,0,4,25.0,21,17:01,1,0,0,0,
0,kuralse01,2017-10-05,1,24-258,BOS,,NSH,W,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,22,12:02,2,0,4,8,33.3
0,khairju01,2017-10-04,1,23-052,EDM,,CGY,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,9:54,3,0,5,0,100.0
1,khairju01,2017-10-07,2,23-055,EDM,@,VAN,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,5:00,0,0,0,1,0.0
0,matthsh01,2017-10-04,1,29-227,WPG,,TOR,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,14:33,2,0,1,0,100.0
1,matthsh01,2017-10-07,2,29-230,WPG,@,CGY,L,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,24,15:03,0,1,0,0,
0,malkiev01,2017-10-04,1,31-065,PIT,,STL,L-OT,0,2,2,0,0,0,0,0,0,1,1,0,3,0.0,22,19:57,0,0,4,6,40.0
1,malkiev01,2017-10-05,2,31-066,PIT,@,CHI,L,0,1,1,-3,2,0,0,0,0,0,1,0,3,0.0,22,13:58,2,1,6,11,35.3
2,malkiev01,2017-10-07,3,31-068,PIT,,NSH,W,1,0,1,1,2,1,0,0,1,0,0,0,4,25.0,25,17:22,1,1,5,8,38.5
0,frkma01,2017-10-05,1,24-000,DET,,MIN,W,1,1,2,0,0,1,0,0,0,0,1,0,2,50.0,15,10:38,1,0,0,0,
1,frkma01,2017-10-07,2,24-002,DET,@,OTT,W,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,17,11:57,0,1,0,0,
0,forbode01,2017-10-05,1,25-215,LAK,,PHI,W,0,0,0,1,2,0,0,0,0,0,0,0,1,0.0,28,21:46,2,2,0,0,
1,forbode01,2017-10-07,2,25-217,LAK,@,SJS,W,0,1,1,3,0,0,0,0,0,1,0,0,1,0.0,30,20:10,1,1,0,0,
0,wheelbl01,2017-10-04,1,31-034,WPG,,TOR,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,18:18,0,1,0,0,
1,wheelbl01,2017-10-07,2,31-037,WPG,@,CGY,L,0,1,1,-1,0,0,0,0,0,0,1,0,7,0.0,26,19:37,0,0,0,0,
0,delzomi01,2017-10-07,1,27-105,VAN,,EDM,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,17:37,1,2,0,0,
0,eberljo01,2017-10-06,1,27-144,NYI,@,CBJ,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,22,16:53,2,0,0,0,
1,eberljo01,2017-10-07,2,27-145,NYI,,BUF,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,19,14:31,0,0,0,0,
0,stamkst01,2017-10-06,1,27-241,TBL,,FLA,W,0,1,1,0,0,0,0,0,0,0,1,0,2,0.0,20,18:14,3,0,6,7,46.2
1,stamkst01,2017-10-07,2,27-242,TBL,@,FLA,L,0,2,2,0,0,0,0,0,0,1,1,0,3,0.0,25,20:14,2,1,7,6,53.8
0,mccanja01,2017-10-06,1,21-156,FLA,@,TBL,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,14:29,0,0,3,2,60.0
1,mccanja01,2017-10-07,2,21-157,FLA,,TBL,W,1,1,2,2,0,1,0,0,0,1,0,0,6,16.7,15,8:26,0,0,1,6,14.3
0,lazarcu01,2017-10-07,1,22-247,CGY,,WPG,W,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,15,11:07,3,0,0,0,
0,shearco01,2017-10-04,1,25-118,PIT,,STL,L-OT,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,21,17:11,2,0,0,0,
1,shearco01,2017-10-05,2,25-119,PIT,@,CHI,L,0,0,0,-5,0,0,0,0,0,0,0,0,1,0.0,20,10:52,0,0,0,0,
2,shearco01,2017-10-07,3,25-121,PIT,,NSH,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,16,11:53,0,0,0,0,
0,martima02,2017-10-04,1,28-149,TOR,@,WPG,W,0,0,0,-1,0,0,0,0,0,0,0,0,0,,11,7:35,6,0,1,0,100.0
1,martima02,2017-10-07,2,28-152,TOR,,NYR,W,0,1,1,1,0,0,0,0,0,1,0,0,0,,14,8:03,3,1,0,0,
0,oleksja01,2017-10-06,1,24-289,DAL,,VEG,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,26,18:55,0,0,0,0,
1,oleksja01,2017-10-07,2,24-290,DAL,@,STL,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,16:49,4,2,0,0,
0,montobr01,2017-10-05,1,23-177,ANA,,ARI,W,0,1,1,3,0,0,0,0,0,1,0,0,3,0.0,24,20:46,2,1,0,0,
1,montobr01,2017-10-07,2,23-179,ANA,,PHI,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,21,17:55,1,0,0,0,
0,leipsbr01,2017-10-06,1,23-140,VEG,@,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,15:09,1,0,1,1,50.0
1,leipsbr01,2017-10-07,2,23-141,VEG,@,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,16:15,4,0,0,0,
0,kellecl01,2017-10-05,1,19-068,ARI,@,ANA,L,1,0,1,-1,0,1,0,0,0,0,0,0,6,16.7,28,19:44,0,1,1,0,100.0
1,kellecl01,2017-10-07,2,19-070,ARI,,VEG,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,27,22:36,1,1,1,0,100.0
0,tanevch01,2017-10-07,1,27-291,VAN,,EDM,W,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,26,20:28,0,2,0,0,
0,hagelca01,2017-10-04,1,29-042,PIT,,STL,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,23,14:39,3,0,0,0,
1,hagelca01,2017-10-05,2,29-043,PIT,@,CHI,L,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,25,17:35,0,1,0,1,0.0
2,hagelca01,2017-10-07,3,29-045,PIT,,NSH,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,25,17:00,3,0,0,0,
0,demeldy01,2017-10-04,1,24-156,SJS,,PHI,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,15:14,1,1,0,0,
1,demeldy01,2017-10-07,2,24-159,SJS,,LAK,L,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,25,15:34,4,0,0,0,
0,davidbr01,2017-10-08,1,26-048,MTL,@,NYR,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,16:55,2,1,0,0,
0,andrisv01,2017-10-05,1,24-198,COL,@,NYR,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,18:04,0,0,2,0,100.0
1,andrisv01,2017-10-07,2,24-200,COL,@,NJD,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,17:40,1,0,0,1,0.0
0,josiro01,2017-10-05,1,27-126,NSH,@,BOS,L,0,0,0,-2,2,0,0,0,0,0,0,0,5,0.0,35,27:59,2,0,0,0,
1,josiro01,2017-10-07,2,27-128,NSH,@,PIT,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,26,22:44,3,0,0,0,
0,mccabja01,2017-10-05,1,23-358,BUF,,MTL,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,16:39,1,3,0,0,
1,mccabja01,2017-10-07,2,23-360,BUF,@,NYI,L,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,24,17:19,0,0,0,0,
0,deangan01,2017-10-05,1,21-346,NYR,,COL,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,16:22,0,1,0,0,
1,deangan01,2017-10-07,2,21-348,NYR,@,TOR,L,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,15,12:12,1,1,0,0,
2,deangan01,2017-10-08,3,21-349,NYR,,MTL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,3:45,0,0,0,0,
0,rosenca01,2017-10-07,1,23-247,TOR,,NYR,W,0,0,0,-2,0,0,0,0,0,0,0,0,0,,21,14:32,0,0,0,0,
0,borturo01,2017-10-04,1,28-200,STL,@,PIT,W,0,0,0,0,4,0,0,0,0,0,0,0,0,,19,13:54,2,1,0,0,
1,borturo01,2017-10-07,2,28-203,STL,,DAL,W,0,0,0,-1,2,0,0,0,0,0,0,0,0,,25,16:32,2,2,0,0,
0,ekblaaa01,2017-10-06,1,21-241,FLA,@,TBL,L,0,0,0,-2,2,0,0,0,0,0,0,0,0,,28,21:31,1,0,0,0,
1,ekblaaa01,2017-10-07,2,21-242,FLA,,TBL,W,0,1,1,1,0,0,0,0,0,0,1,0,0,,27,22:16,0,4,0,0,
0,johnser01,2017-10-05,1,29-198,COL,@,NYR,W,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,35,26:37,4,1,0,0,
1,johnser01,2017-10-07,2,29-200,COL,@,NJD,L,0,0,0,1,4,0,0,0,0,0,0,0,3,0.0,33,23:50,2,0,0,0,
0,dunnvi01,2017-10-04,1,22-020,STL,@,PIT,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,15:28,1,0,0,0,
1,dunnvi01,2017-10-04,2,20-340,STL,@,PIT,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,21,15:28,1,0,0,0,
2,dunnvi01,2017-10-07,3,22-023,STL,,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,14:03,1,1,0,0,
3,dunnvi01,2017-10-07,4,20-343,STL,,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,14:03,1,1,0,0,
0,claesfr01,2017-10-05,1,24-315,OTT,,WSH,L-SO,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,31,20:28,3,2,0,0,
1,claesfr01,2017-10-07,2,24-317,OTT,,DET,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,28,21:22,3,3,0,0,
0,maattol01,2017-10-04,1,23-043,PIT,,STL,L-OT,1,0,1,2,2,1,0,0,0,0,0,0,4,25.0,23,16:08,1,0,0,0,
1,maattol01,2017-10-05,2,23-044,PIT,@,CHI,L,0,0,0,-5,0,0,0,0,0,0,0,0,1,0.0,26,17:16,3,1,0,0,
2,maattol01,2017-10-07,3,23-046,PIT,,NSH,W,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3,33,20:59,0,1,0,0,
0,mackina01,2017-10-05,1,22-034,COL,@,NYR,W,0,1,1,1,2,0,0,0,0,0,1,0,2,0.0,22,19:37,0,1,5,8,38.5
1,mackina01,2017-10-07,2,22-036,COL,@,NJD,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,18:49,1,0,11,10,52.4
0,dadonev01,2017-10-06,1,28-208,FLA,@,TBL,L,0,1,1,-2,0,0,0,0,0,1,0,0,1,0.0,22,18:33,1,0,0,0,
1,dadonev01,2017-10-07,2,28-209,FLA,,TBL,W,1,1,2,-1,0,0,1,0,0,1,0,0,2,50.0,20,18:21,0,0,0,0,
0,mccosia01,2017-10-06,1,22-062,FLA,@,TBL,L,0,0,0,1,0,0,0,0,0,0,0,0,0,,16,14:22,3,0,0,0,
1,mccosia01,2017-10-07,2,22-063,FLA,,TBL,W,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,13,13:24,1,1,0,0,
0,stralan01,2017-10-06,1,31-066,TBL,,FLA,W,0,0,0,4,0,0,0,0,0,0,0,0,0,,27,21:56,1,1,0,0,
1,stralan01,2017-10-07,2,31-067,TBL,@,FLA,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,20:30,0,1,0,0,
0,gunnaca01,2017-10-04,1,30-329,STL,@,PIT,W,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,25,18:01,1,4,0,0,
1,gunnaca01,2017-10-07,2,30-332,STL,,DAL,W,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,28,18:57,0,5,0,0,
0,letesma01,2017-10-04,1,32-242,EDM,,CGY,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,13,9:25,0,0,4,3,57.1
1,letesma01,2017-10-07,2,32-245,EDM,@,VAN,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,20,14:12,3,0,3,5,37.5
0,vlasima01,2017-10-04,1,30-188,SJS,,PHI,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,21:37,0,2,0,0,
1,vlasima01,2017-10-07,2,30-191,SJS,,LAK,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,28,22:25,1,1,0,0,
0,coylech01,2017-10-05,1,25-217,MIN,@,DET,L,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,21,18:39,4,3,0,1,0.0
1,coylech01,2017-10-07,2,25-219,MIN,@,CAR,L-SO,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,29,19:31,2,2,6,3,66.7
0,ouellxa01,2017-10-05,1,24-068,DET,,MIN,W,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,26,19:00,0,1,0,0,
1,ouellxa01,2017-10-07,2,24-070,DET,@,OTT,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,18:02,1,2,0,0,
0,mathemi01,2017-10-06,1,23-221,FLA,@,TBL,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,25,20:21,1,0,0,0,
1,mathemi01,2017-10-07,2,23-222,FLA,,TBL,W,0,0,0,2,2,0,0,0,0,0,0,0,2,0.0,27,21:49,0,4,0,0,
0,barbema01,2017-10-05,1,27-196,COL,@,NYR,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,18:09,2,4,0,0,
0,colembl01,2017-10-07,1,25-313,NJD,,COL,W,0,0,0,1,2,0,0,0,0,0,0,0,0,,22,14:02,2,0,4,8,33.3
0,hathaga01,2017-10-04,1,25-315,CGY,@,EDM,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,11:01,5,0,0,2,0.0
0,brouwtr01,2017-10-04,1,32-048,CGY,@,EDM,L,0,0,0,-2,0,0,0,0,0,0,0,0,0,,19,15:28,2,0,0,1,0.0
1,brouwtr01,2017-10-07,2,32-051,CGY,,WPG,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,17,12:13,2,1,1,3,25.0
0,orlovdm01,2017-10-05,1,26-074,WSH,@,OTT,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,32,26:06,0,2,0,0,
1,orlovdm01,2017-10-07,2,26-076,WSH,,MTL,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,26,21:55,3,1,0,0,
0,kuokkja01,2017-10-07,1,19-135,CAR,,MIN,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,9:51,0,0,0,0,
0,caggidr01,2017-10-04,1,23-106,EDM,,CGY,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,17,13:11,8,0,0,0,
1,caggidr01,2017-10-07,2,23-109,EDM,@,VAN,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,21,13:55,1,0,0,1,0.0
0,draisle01,2017-10-04,1,21-342,EDM,,CGY,W,0,2,2,3,0,0,0,0,0,2,0,0,5,0.0,25,20:28,0,0,9,7,56.3
1,draisle01,2017-10-07,2,21-345,EDM,@,VAN,L,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,21,21:56,1,0,9,10,47.4
0,leean01,2017-10-06,1,27-095,NYI,@,CBJ,L,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,21,15:36,1,0,0,0,
1,leean01,2017-10-07,2,27-096,NYI,,BUF,W,0,0,0,1,0,0,0,0,0,0,0,0,0,,19,15:23,2,0,0,1,0.0
0,riedeto01,2017-10-05,1,24-268,ARI,@,ANA,L,0,1,1,-2,0,0,0,0,0,1,0,0,0,,26,15:32,1,0,0,1,0.0
1,riedeto01,2017-10-07,2,24-270,ARI,,VEG,L-OT,1,0,1,0,2,1,0,0,0,0,0,0,2,50.0,20,11:45,2,0,0,0,
0,johnsst03,2017-10-06,1,25-171,DAL,,VEG,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,28,15:40,3,2,0,0,
1,johnsst03,2017-10-07,2,25-172,DAL,@,STL,L,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,15:23,2,1,0,0,
0,sedinhe01,2017-10-07,1,37-011,VAN,,EDM,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,13:30,0,0,7,3,70.0
0,pointbr01,2017-10-06,1,21-207,TBL,,FLA,W,1,2,3,2,0,1,0,0,0,2,0,0,2,50.0,24,18:15,0,1,8,8,50.0
1,pointbr01,2017-10-07,2,21-208,TBL,@,FLA,L,1,1,2,1,2,1,0,0,0,1,0,0,2,50.0,23,19:51,0,0,9,11,45.0
0,ferlami01,2017-10-04,1,25-167,CGY,@,EDM,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,18,15:35,3,0,0,1,0.0
1,ferlami01,2017-10-07,2,25-170,CGY,,WPG,W,1,0,1,0,0,0,1,0,0,0,0,0,4,25.0,19,16:13,1,0,1,1,50.0
0,ristora01,2017-10-05,1,22-343,BUF,,MTL,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,32,26:58,5,2,0,0,
1,ristora01,2017-10-07,2,22-345,BUF,@,NYI,L,0,1,1,0,2,0,0,0,0,1,0,0,2,0.0,26,24:27,0,3,0,0,
0,haggro01,2017-10-04,1,22-238,PHI,@,SJS,W,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,26,16:13,1,0,0,0,
1,haggro01,2017-10-05,2,22-239,PHI,@,LAK,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,19:00,4,2,0,0,
2,haggro01,2017-10-07,3,22-241,PHI,@,ANA,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,24,18:27,3,0,0,0,
0,mcleoco01,2017-10-05,1,33-101,NSH,@,BOS,L,0,0,0,0,7,0,0,0,0,0,0,0,0,,11,4:55,2,0,0,0,
1,mcleoco01,2017-10-07,2,33-103,NSH,@,PIT,L,0,0,0,0,17,0,0,0,0,0,0,0,0,,12,6:44,4,0,0,0,
0,kadrina01,2017-10-04,1,26-363,TOR,@,WPG,W,1,1,2,2,2,0,1,0,0,1,0,0,4,25.0,20,13:57,1,2,4,3,57.1
1,kadrina01,2017-10-07,2,27-001,TOR,,NYR,W,1,1,2,1,0,0,1,0,0,1,0,0,4,25.0,26,16:22,4,0,8,7,53.3
0,atkinca01,2017-10-06,1,28-123,CBJ,,NYI,W,1,0,1,2,0,1,0,0,0,0,0,0,3,33.3,20,16:09,0,0,1,0,100.0
1,atkinca01,2017-10-07,2,28-124,CBJ,@,CHI,L,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,21,17:47,0,0,0,1,0.0
0,kulikdm01,2017-10-04,1,26-340,WPG,,TOR,L,0,0,0,1,0,0,0,0,0,0,0,0,0,,20,15:48,1,0,0,0,
1,kulikdm01,2017-10-07,2,26-343,WPG,@,CGY,L,0,0,0,-1,2,0,0,0,0,0,0,0,0,,22,14:05,2,1,0,0,
0,lindees01,2017-10-06,1,23-136,DAL,,VEG,L,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,28,20:16,2,2,0,0,
1,lindees01,2017-10-07,2,23-137,DAL,@,STL,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,27,25:05,0,1,0,0,
0,moulsma01,2017-10-07,1,33-340,BUF,@,NYI,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,10:40,0,1,0,0,
0,coburbr01,2017-10-06,1,32-221,TBL,,FLA,W,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,24,19:45,0,3,0,0,
1,coburbr01,2017-10-07,2,32-222,TBL,@,FLA,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,15:13,1,2,0,0,
0,johnsja02,2017-10-06,1,30-266,CBJ,,NYI,W,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,26,20:28,1,1,0,0,
1,johnsja02,2017-10-07,2,30-267,CBJ,@,CHI,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,17:11,1,3,0,0,
0,klingjo01,2017-10-06,1,25-053,DAL,,VEG,L,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,29,23:45,0,3,0,0,
1,klingjo01,2017-10-07,2,25-054,DAL,@,STL,L,1,0,1,0,0,0,1,0,0,0,0,0,6,16.7,27,27:01,2,0,0,0,
0,shawlo01,2017-10-05,1,26-000,ANA,,ARI,W,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,20,15:16,2,1,0,0,
1,shawlo01,2017-10-07,2,26-002,ANA,,PHI,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,18,11:36,0,1,0,0,
0,laughsc01,2017-10-04,1,23-127,PHI,@,SJS,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,13:23,2,1,7,5,58.3
1,laughsc01,2017-10-05,2,23-128,PHI,@,LAK,L,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,21,12:46,1,2,7,11,38.9
2,laughsc01,2017-10-07,3,23-130,PHI,@,ANA,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,16,11:27,2,0,3,3,50.0
0,irwinma01,2017-10-05,1,29-310,NSH,@,BOS,L,0,0,0,-1,2,0,0,0,0,0,0,0,0,,25,17:53,4,0,0,0,
1,irwinma01,2017-10-07,2,29-312,NSH,@,PIT,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,24,16:23,1,0,0,0,
0,yakupna01,2017-10-05,1,23-364,COL,@,NYR,W,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,14,10:16,0,0,0,0,
1,yakupna01,2017-10-07,2,24-001,COL,@,NJD,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,20,15:02,1,0,0,0,
0,kuzneev01,2017-10-05,1,25-139,WSH,@,OTT,W,0,3,3,3,2,0,0,0,0,3,0,0,1,0.0,23,20:12,4,0,6,5,54.5
1,kuzneev01,2017-10-07,2,25-141,WSH,,MTL,W,0,4,4,3,0,0,0,0,0,3,1,0,0,,20,17:18,0,1,8,5,61.5
0,weberya01,2017-10-05,1,29-012,NSH,@,BOS,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,10:40,1,0,0,0,
1,weberya01,2017-10-07,2,29-014,NSH,@,PIT,L,0,0,0,-1,2,0,0,0,0,0,0,0,0,,21,14:17,1,0,0,0,
0,carteje01,2017-10-05,1,32-277,LAK,,PHI,W,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,24,17:04,0,0,13,7,65.0
1,carteje01,2017-10-07,2,32-279,LAK,@,SJS,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,24,18:53,1,1,10,7,58.8
0,oshietj01,2017-10-05,1,30-286,WSH,@,OTT,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,20:06,3,0,1,1,50.0
1,oshietj01,2017-10-07,2,30-288,WSH,,MTL,W,1,0,1,2,0,1,0,0,1,0,0,0,3,33.3,21,14:17,1,1,0,1,0.0
