,bbrefID,Date,G,Age,Team,is_away,Opp,win_loss,goals,assists,pts,plus_minus,pim,g_ev,g_pp,g_sh,g_gw,a_ev,a_pp,a_sh,shots,shooting_pct,shifts,toi,hits,blocks,fow,fol,fo_pct
1,iafalal01,2017-10-07,2,23-290,LAK,@,SJS,W,0,0,0,3,0,0,0,0,0,0,0,0,4,0.0,22,18:10,2,1,0,0,
0,santist01,2017-10-07,1,22-214,NJD,,COL,W,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,28,20:53,3,1,0,0,
0,backsni02,2017-10-05,1,29-316,WSH,@,OTT,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,25,20:36,1,0,8,10,44.4
1,backsni02,2017-10-07,2,29-318,WSH,,MTL,W,0,2,2,1,0,0,0,0,0,1,1,0,1,0.0,21,15:11,0,0,8,8,50.0
0,pyattto01,2017-10-05,1,30-233,OTT,,WSH,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,20,12:50,0,2,1,0,100.0
1,pyattto01,2017-10-07,2,30-235,OTT,,DET,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,15:56,0,5,0,1,0.0
0,milleke03,2017-10-05,1,29-324,BOS,,NSH,W,0,0,0,1,2,0,0,0,0,0,0,0,0,,29,21:35,4,0,0,0,
0,dumonga01,2017-10-06,1,27-000,TBL,,FLA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,9:01,0,0,4,2,66.7
0,hallta02,2017-10-07,1,25-327,NJD,,COL,W,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,25,17:37,1,1,0,0,
0,rasmude01,2017-10-05,1,27-094,ANA,,ARI,W,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,17,13:10,3,1,4,2,66.7
1,rasmude01,2017-10-07,2,27-096,ANA,,PHI,L-OT,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,22,13:22,1,1,1,3,25.0
0,kempead01,2017-10-05,1,21-022,LAK,,PHI,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,13,9:44,1,0,2,7,22.2
1,kempead01,2017-10-07,2,21-024,LAK,@,SJS,W,0,0,0,-1,0,0,0,0,0,0,0,0,0,,11,7:33,1,0,1,2,33.3
0,perroda01,2017-10-06,1,29-131,VEG,@,DAL,W,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,25,20:03,2,0,1,1,50.0
1,perroda01,2017-10-07,2,29-132,VEG,@,ARI,W,0,1,1,2,0,0,0,0,0,1,0,0,5,0.0,23,19:04,1,0,0,2,0.0
0,galchal01,2017-10-05,1,23-235,MTL,@,BUF,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,17,18:09,0,0,0,0,
1,galchal01,2017-10-07,2,23-237,MTL,@,WSH,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,19,18:11,0,0,0,1,0.0
2,galchal01,2017-10-08,3,23-238,MTL,@,NYR,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,16,14:17,2,0,0,0,
0,haulaer01,2017-10-06,1,26-197,VEG,@,DAL,W,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,21,15:09,0,1,3,7,30.0
1,haulaer01,2017-10-07,2,26-198,VEG,@,ARI,W,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,22,19:00,0,0,6,3,66.7
0,vanritr01,2017-10-07,1,26-075,CAR,,MIN,W,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,16,10:56,0,1,0,0,
0,griffse01,2017-10-05,1,24-274,BUF,,MTL,L-SO,0,1,1,0,2,0,0,0,0,0,1,0,2,0.0,21,13:51,0,0,0,0,
1,griffse01,2017-10-07,2,24-276,BUF,@,NYI,L,0,0,0,-3,0,0,0,0,0,0,0,0,0,,16,11:57,0,0,0,1,0.0
0,huttobe01,2017-10-07,1,24-170,VAN,,EDM,W,0,1,1,1,0,0,0,0,0,0,1,0,2,0.0,22,17:13,0,0,0,0,
0,smithde06,2017-10-05,1,25-113,WSH,@,OTT,W,0,0,0,-2,0,0,0,0,0,0,0,0,0,,16,11:54,1,0,0,0,
1,smithde06,2017-10-07,2,25-115,WSH,,MTL,W,0,1,1,1,0,0,0,0,0,1,0,0,0,,19,14:46,1,2,0,0,
0,abergpo01,2017-10-07,1,24-014,NSH,@,PIT,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,19,14:45,0,0,0,1,0.0
0,granlmi01,2017-10-05,1,25-221,MIN,@,DET,L,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,20,16:25,1,0,1,0,100.0
0,kaseon01,2017-10-05,1,21-331,ANA,,ARI,W,1,0,1,1,0,1,0,0,0,0,0,0,5,20.0,20,12:44,1,2,0,0,
1,kaseon01,2017-10-07,2,21-333,ANA,,PHI,L-OT,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,21,14:39,0,0,0,1,0.0
0,nosekto01,2017-10-06,1,25-035,VEG,@,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,14,8:29,0,1,0,2,0.0
1,nosekto01,2017-10-07,2,25-036,VEG,@,ARI,W,0,0,0,-1,0,0,0,0,0,0,0,0,0,,16,8:18,1,0,1,0,100.0
0,janmama02,2017-10-06,1,24-302,DAL,,VEG,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28,18:09,0,1,1,1,50.0
1,janmama02,2017-10-07,2,24-303,DAL,@,STL,L,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,25,16:50,0,0,2,2,50.0
0,braunju01,2017-10-04,1,30-236,SJS,,PHI,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26,21:17,1,2,0,0,
1,braunju01,2017-10-07,2,30-239,SJS,,LAK,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,21:30,3,3,0,0,
0,reinhsa01,2017-10-05,1,21-333,BUF,,MTL,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,15:46,1,0,6,8,42.9
1,reinhsa01,2017-10-07,2,21-335,BUF,@,NYI,L,0,0,0,-5,0,0,0,0,0,0,0,0,1,0.0,14,15:29,0,0,1,3,25.0
0,doughdr01,2017-10-05,1,27-301,LAK,,PHI,W,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,32,24:13,0,4,0,0,
1,doughdr01,2017-10-07,2,27-303,LAK,@,SJS,W,0,0,0,4,0,0,0,0,0,0,0,0,4,0.0,35,25:38,2,2,0,0,
0,ahose01,2017-10-07,1,20-073,CAR,,MIN,W,0,2,2,1,0,0,0,0,0,2,0,0,5,0.0,24,18:51,0,1,0,0,
0,skinnje01,2017-10-07,1,25-144,CAR,,MIN,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,18:02,0,0,0,0,
0,dumoubr01,2017-10-04,1,26-028,PIT,,STL,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,25,21:35,1,1,0,0,
1,dumoubr01,2017-10-05,2,26-029,PIT,@,CHI,L,0,0,0,-4,0,0,0,0,0,0,0,0,0,,30,21:00,1,2,0,0,
2,dumoubr01,2017-10-07,3,26-031,PIT,,NSH,W,0,0,0,2,2,0,0,0,0,0,0,0,2,0.0,36,20:58,0,1,0,0,
0,haydejo01,2017-10-05,1,22-233,CHI,,PIT,W,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,20,14:19,5,0,0,0,
1,haydejo01,2017-10-07,2,22-235,CHI,,CBJ,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,14:35,4,0,0,0,
0,dehaaca01,2017-10-06,1,26-150,NYI,@,CBJ,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,25,18:12,1,1,0,0,
1,dehaaca01,2017-10-07,2,26-151,NYI,,BUF,W,0,0,0,3,0,0,0,0,0,0,0,0,1,0.0,24,18:26,1,2,0,0,
0,giroucl01,2017-10-04,1,29-265,PHI,@,SJS,W,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,24,17:30,0,0,8,5,61.5
1,giroucl01,2017-10-05,2,29-266,PHI,@,LAK,L,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,24,19:25,1,0,9,8,52.9
2,giroucl01,2017-10-07,3,29-268,PHI,@,ANA,W,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,23,17:14,0,1,8,8,50.0
0,murrary01,2017-10-06,1,24-009,CBJ,,NYI,W,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,25,18:26,2,4,0,0,
1,murrary01,2017-10-07,2,24-010,CBJ,@,CHI,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,18:58,1,0,0,0,
0,johanma03,2017-10-07,1,27-001,NJD,,COL,W,0,0,0,0,4,0,0,0,0,0,0,0,0,,20,17:04,0,,,,
0,hartnsc01,2017-10-05,1,35-170,NSH,@,BOS,L,1,0,1,-2,0,0,1,0,0,0,0,0,1,100.0,25,17:52,4,0,0,1,0.0
1,hartnsc01,2017-10-07,2,35-172,NSH,@,PIT,L,0,0,0,-1,16,0,0,0,0,0,0,0,2,0.0,17,14:56,2,0,0,0,
0,ennisty01,2017-10-05,1,27-364,MIN,@,DET,L,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,16,12:04,2,0,0,0,
1,ennisty01,2017-10-07,2,28-001,MIN,@,CAR,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,14:21,1,0,0,0,
0,deshada01,2017-10-05,1,31-021,NYR,,COL,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,16,12:00,0,0,7,4,63.6
1,deshada01,2017-10-07,2,31-023,NYR,@,TOR,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,13:11,1,1,5,5,50.0
2,deshada01,2017-10-08,3,31-024,NYR,,MTL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,12:59,0,1,6,4,60.0
0,rafflmi01,2017-10-04,1,28-307,PHI,@,SJS,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,12,7:22,3,0,0,0,
1,rafflmi01,2017-10-05,2,28-308,PHI,@,LAK,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,15,8:57,1,0,0,0,
2,rafflmi01,2017-10-07,3,28-310,PHI,@,ANA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,10:38,0,0,2,1,66.7
0,seidede01,2017-10-06,1,36-080,NYI,@,CBJ,L,0,0,0,-3,0,0,0,0,0,0,0,0,0,,25,17:24,2,3,0,0,
0,danauph01,2017-10-05,1,24-223,MTL,@,BUF,W,1,0,1,1,0,0,0,1,0,0,0,0,3,33.3,23,17:19,1,0,10,8,55.6
1,danauph01,2017-10-07,2,24-225,MTL,@,WSH,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,20,15:17,1,0,4,5,44.4
2,danauph01,2017-10-08,3,24-226,MTL,@,NYR,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,16:07,0,1,4,7,36.4
0,stechtr01,2017-10-07,1,23-183,VAN,,EDM,W,0,0,0,1,7,0,0,0,0,0,0,0,0,,17,12:41,2,0,0,0,
0,ritchbr01,2017-10-06,1,24-097,DAL,,VEG,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,11:28,1,0,0,0,
1,ritchbr01,2017-10-07,2,24-098,DAL,@,STL,L,0,1,1,0,2,0,0,0,0,1,0,0,2,0.0,21,13:58,4,0,0,0,
0,zachapa01,2017-10-07,1,20-184,NJD,,COL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,19:08,2,0,7,4,63.6
0,ehlerni01,2017-10-04,1,21-232,WPG,,TOR,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,20,17:18,0,0,0,0,
1,ehlerni01,2017-10-07,2,21-235,WPG,@,CGY,L,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,23,15:56,2,0,0,0,
0,pescebr01,2017-10-07,1,22-326,CAR,,MIN,W,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,26,22:11,0,3,0,0,
0,jokinju01,2017-10-04,1,34-186,EDM,,CGY,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,22,14:29,1,2,1,1,50.0
1,jokinju01,2017-10-07,2,34-189,EDM,@,VAN,L,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,17,10:54,1,1,2,4,33.3
0,bennesa01,2017-10-04,1,21-106,CGY,@,EDM,L,0,0,0,-2,0,0,0,0,0,0,0,0,0,,18,15:10,1,1,6,9,40.0
1,bennesa01,2017-10-07,2,21-109,CGY,,WPG,W,0,0,0,2,2,0,0,0,0,0,0,0,1,0.0,20,15:37,2,2,1,4,20.0
0,kunitch01,2017-10-06,1,38-010,TBL,,FLA,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,10:47,2,0,0,0,
1,kunitch01,2017-10-07,2,38-011,TBL,@,FLA,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,8:08,1,0,0,0,
0,witkolu01,2017-10-07,1,27-176,DET,@,OTT,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,4:36,2,0,0,0,
0,carriwi01,2017-10-06,1,22-290,VEG,@,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,6:31,0,1,0,0,
1,carriwi01,2017-10-07,2,22-291,VEG,@,ARI,W,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,14,8:32,5,1,0,0,
0,hartmry01,2017-10-05,1,23-015,CHI,,PIT,W,1,4,5,5,0,1,0,0,0,4,0,0,3,33.3,23,14:21,2,0,3,1,75.0
1,hartmry01,2017-10-07,2,23-017,CHI,,CBJ,W,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,19,16:50,5,0,2,6,25.0
0,dzingry01,2017-10-05,1,25-210,OTT,,WSH,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,17:15,2,0,0,0,
1,dzingry01,2017-10-07,2,25-212,OTT,,DET,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,22,18:55,0,0,0,0,
0,ryande01,2017-10-07,1,30-282,CAR,,MIN,W,1,0,1,-1,0,0,1,0,0,0,0,0,2,50.0,22,16:18,0,0,6,6,50.0
0,lindhan01,2017-10-07,1,22-312,COL,@,NJD,L,0,0,0,0,2,0,0,0,0,0,0,0,0,,18,12:07,4,2,0,0,
0,delarja01,2017-10-05,1,22-138,MTL,@,BUF,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,9:37,2,1,2,6,25.0
1,delarja01,2017-10-07,2,22-140,MTL,@,WSH,L,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,18,10:59,1,1,4,7,36.4
2,delarja01,2017-10-08,3,22-141,MTL,@,NYR,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,12,8:18,1,0,0,1,0.0
0,cecico01,2017-10-05,1,23-288,OTT,,WSH,L-SO,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,31,24:30,1,2,0,0,
1,cecico01,2017-10-07,2,23-290,OTT,,DET,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,33,28:21,2,2,0,0,
0,lehkoar01,2017-10-05,1,22-093,MTL,@,BUF,W,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,14:00,2,0,0,0,
1,lehkoar01,2017-10-07,2,22-095,MTL,@,WSH,L,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,23,17:55,0,0,0,0,
2,lehkoar01,2017-10-08,3,22-096,MTL,@,NYR,L,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,24,17:36,0,0,0,0,
0,mcnabbr01,2017-10-06,1,26-258,VEG,@,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,23,16:25,3,1,0,0,
1,mcnabbr01,2017-10-07,2,26-259,VEG,@,ARI,W,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,24,16:31,1,1,0,0,
0,dillobr01,2017-10-04,1,26-325,SJS,,PHI,L,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,24,14:57,2,0,0,0,
1,dillobr01,2017-10-07,2,26-328,SJS,,LAK,L,0,1,1,-1,2,0,0,0,0,1,0,0,0,,26,18:21,3,1,0,0,
0,brodzky01,2017-10-04,1,33-132,STL,@,PIT,W,0,0,0,-1,0,0,0,0,0,0,0,0,0,,15,11:16,1,3,5,5,50.0
1,brodzky01,2017-10-07,2,33-135,STL,,DAL,W,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,10:55,2,0,7,6,53.8
0,buchnpa01,2017-10-05,1,22-171,NYR,,COL,L,0,1,1,-2,0,0,0,0,0,0,1,0,4,0.0,21,18:22,0,0,0,0,
1,buchnpa01,2017-10-07,2,22-173,NYR,@,TOR,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,13:58,0,1,0,0,
2,buchnpa01,2017-10-08,3,22-174,NYR,,MTL,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,21,17:27,2,1,0,0,
0,hanifno01,2017-10-07,1,20-255,CAR,,MIN,W,1,0,1,-1,2,1,0,0,0,0,0,0,5,20.0,30,19:03,2,0,0,0,
0,smithza01,2017-10-05,1,29-183,OTT,,WSH,L-SO,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,20,15:56,4,0,4,1,80.0
1,smithza01,2017-10-07,2,29-185,OTT,,DET,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,24,20:03,2,0,3,5,37.5
0,seabrbr01,2017-10-05,1,32-168,CHI,,PIT,W,1,2,3,3,0,1,0,0,0,2,0,0,2,50.0,31,20:25,0,2,0,0,
1,seabrbr01,2017-10-07,2,32-170,CHI,,CBJ,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,31,22:29,3,3,0,0,
0,wilsosc01,2017-10-04,1,25-163,PIT,,STL,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,12,7:17,2,0,0,0,
1,wilsosc01,2017-10-05,2,25-164,PIT,@,CHI,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,20,11:29,6,0,2,0,100.0
2,wilsosc01,2017-10-07,3,25-166,PIT,,NSH,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,18,12:35,5,0,0,3,0.0
0,staaljo01,2017-10-07,1,29-027,CAR,,MIN,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,29,21:55,4,1,7,10,41.2
0,teravte01,2017-10-07,1,23-026,CAR,,MIN,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,23,18:39,0,0,2,1,66.7
0,brodijo01,2017-10-05,1,24-085,MIN,@,DET,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,19:15,0,1,0,0,
1,brodijo01,2017-10-07,2,24-087,MIN,@,CAR,L-SO,0,0,0,-1,2,0,0,0,0,0,0,0,0,,24,18:49,0,4,0,0,
0,tanevbr01,2017-10-04,1,25-277,WPG,,TOR,L,0,0,0,-1,0,0,0,0,0,0,0,0,0,,15,8:29,1,0,0,1,0.0
1,tanevbr01,2017-10-07,2,25-280,WPG,@,CGY,L,1,0,1,0,2,0,0,1,0,0,0,0,1,100.0,16,9:27,1,0,0,0,
0,raskvi01,2017-10-07,1,24-220,CAR,,MIN,W,1,1,2,1,0,1,0,0,0,0,1,0,2,50.0,21,13:47,0,0,5,9,35.7
0,dvorach01,2017-10-05,1,21-245,ARI,@,ANA,L,0,1,1,-2,0,0,0,0,0,0,1,0,2,0.0,32,22:03,0,1,13,8,61.9
1,dvorach01,2017-10-07,2,21-247,ARI,,VEG,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,27,17:06,1,2,4,9,30.8
0,hayesji01,2017-10-07,1,27-320,NJD,,COL,W,1,0,1,0,0,0,1,0,1,0,0,0,7,14.3,21,13:40,4,0,0,0,
0,borowma01,2017-10-05,1,28-085,OTT,,WSH,L-SO,0,0,0,1,0,0,0,0,0,0,0,0,0,,28,19:20,7,2,0,0,
1,borowma01,2017-10-07,2,28-087,OTT,,DET,L-SO,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,25,17:32,4,1,0,0,
0,wingeto01,2017-10-07,1,29-178,CHI,,CBJ,W,0,0,0,1,2,0,0,0,0,0,0,0,0,,15,9:54,4,0,2,3,40.0
0,niskama01,2017-10-05,1,30-303,WSH,@,OTT,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,32,25:03,1,1,0,0,
1,niskama01,2017-10-07,2,30-305,WSH,,MTL,W,0,0,0,1,4,0,0,0,0,0,0,0,1,0.0,26,20:16,3,0,0,0,
0,metevi01,2017-10-05,1,19-120,MTL,@,BUF,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,25,18:43,0,0,0,0,
1,metevi01,2017-10-07,2,19-122,MTL,@,WSH,L,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,25,16:39,0,2,0,0,
2,metevi01,2017-10-08,3,19-123,MTL,@,NYR,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,19:28,1,0,0,0,
0,drouijo01,2017-10-05,1,22-191,MTL,@,BUF,W,0,1,1,1,0,0,0,0,0,1,0,0,5,0.0,23,20:05,1,0,9,10,47.4
1,drouijo01,2017-10-07,2,22-193,MTL,@,WSH,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,18,16:27,2,0,9,8,52.9
2,drouijo01,2017-10-08,3,22-194,MTL,@,NYR,L,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,24,19:25,1,0,9,6,60.0
0,tiernch01,2017-10-04,1,23-095,SJS,,PHI,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,14:56,1,1,3,4,42.9
1,tiernch01,2017-10-07,2,23-098,SJS,,LAK,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,24,13:40,2,1,10,2,83.3
0,reavery01,2017-10-04,1,30-257,PIT,,STL,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,6:21,2,2,1,0,100.0
1,reavery01,2017-10-05,2,30-258,PIT,@,CHI,L,0,0,0,-2,10,0,0,0,0,0,0,0,1,0.0,14,7:43,3,1,0,0,
2,reavery01,2017-10-07,3,30-260,PIT,,NSH,W,1,0,1,1,24,1,0,0,0,0,0,0,1,100.0,12,6:23,7,0,1,0,100.0
0,hemskal01,2017-10-05,1,34-053,MTL,@,BUF,W,0,0,0,0,4,0,0,0,0,0,0,0,2,0.0,14,10:37,0,0,0,1,0.0
1,hemskal01,2017-10-07,2,34-055,MTL,@,WSH,L,0,0,0,0,4,0,0,0,0,0,0,0,0,,16,10:56,0,0,0,0,
0,hicketh01,2017-10-06,1,28-240,NYI,@,CBJ,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24,19:06,3,1,0,0,
1,hicketh01,2017-10-07,2,28-241,NYI,,BUF,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,24,20:02,0,0,0,0,
0,krugema01,2017-10-07,1,27-133,CAR,,MIN,W,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,19,11:19,1,2,3,3,50.0
0,staffdr01,2017-10-07,1,31-342,NJD,,COL,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,6,6:06,1,0,0,0,
0,jonesse01,2017-10-06,1,23-003,CBJ,,NYI,W,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,25,21:30,0,2,0,0,
1,jonesse01,2017-10-07,2,23-004,CBJ,@,CHI,L,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,30,22:54,2,2,0,0,
0,gardija01,2017-10-04,1,27-092,TOR,@,WPG,W,0,1,1,1,2,0,0,0,0,1,0,0,0,,25,19:12,0,2,0,0,
1,gardija01,2017-10-07,2,27-095,TOR,,NYR,W,1,1,2,3,0,0,1,0,0,1,0,0,1,100.0,28,21:58,0,0,0,0,
0,hamontr01,2017-10-04,1,27-049,CGY,@,EDM,L,0,0,0,-3,0,0,0,0,0,0,0,0,0,,26,19:43,0,2,0,0,
1,hamontr01,2017-10-07,2,27-052,CGY,,WPG,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,21,17:06,2,1,0,0,
0,helmda01,2017-10-05,1,30-257,DET,,MIN,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,22,18:52,3,0,1,1,50.0
1,helmda01,2017-10-07,2,30-259,DET,@,OTT,W,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,22,13:46,2,1,1,2,33.3
0,connake01,2017-10-05,1,27-224,ARI,@,ANA,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,21,11:51,3,2,0,0,
1,connake01,2017-10-07,2,27-226,ARI,,VEG,L-OT,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,19,12:11,2,0,0,0,
0,mayfisc01,2017-10-07,1,24-358,NYI,,BUF,W,0,0,0,1,4,0,0,0,0,0,0,0,2,0.0,22,16:26,1,1,0,0,
0,turriky01,2017-10-05,1,28-052,OTT,,WSH,L-SO,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,26,22:36,0,0,8,7,53.3
1,turriky01,2017-10-07,2,28-054,OTT,,DET,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,24,20:36,0,0,10,5,66.7
0,chornta01,2017-10-05,1,30-161,WSH,@,OTT,W,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0,21,12:41,2,1,0,0,
1,chornta01,2017-10-07,2,30-163,WSH,,MTL,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,23,17:39,1,4,0,0,
0,duboipi01,2017-10-06,1,19-104,CBJ,,NYI,W,1,0,1,1,0,1,0,0,0,0,0,0,3,33.3,20,14:07,0,0,0,0,
1,duboipi01,2017-10-07,2,19-105,CBJ,@,CHI,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,20,15:13,2,1,0,0,
0,bigrach01,2017-10-05,1,22-225,COL,@,NYR,W,0,1,1,1,0,0,0,0,0,1,0,0,0,,23,13:57,0,1,0,0,
1,bigrach01,2017-10-07,2,22-227,COL,@,NJD,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,22,14:03,0,1,0,0,
0,widemch01,2017-10-05,1,27-271,OTT,,WSH,L-SO,1,1,2,1,0,1,0,0,0,1,0,0,1,100.0,24,19:51,1,2,0,0,
1,widemch01,2017-10-07,2,27-273,OTT,,DET,L-SO,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,27,17:16,1,1,0,0,
0,mitchto01,2017-10-08,1,32-251,MTL,@,NYR,L,0,0,0,-1,0,0,0,0,0,0,0,0,0,,15,9:44,0,1,2,2,50.0
0,russekr01,2017-10-04,1,30-155,EDM,,CGY,W,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,25,17:36,1,7,0,0,
1,russekr01,2017-10-07,2,30-158,EDM,@,VAN,L,1,1,2,0,0,1,0,0,0,0,1,0,2,50.0,28,17:52,0,0,0,0,
0,watsoau01,2017-10-05,1,25-265,NSH,@,BOS,L,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,10:22,1,1,0,0,
1,watsoau01,2017-10-07,2,25-267,NSH,@,PIT,L,0,0,0,-1,5,0,0,0,0,0,0,0,0,,19,11:48,0,1,3,1,75.0
0,crosbsi01,2017-10-04,1,30-058,PIT,,STL,L-OT,1,1,2,-1,4,0,1,0,0,1,0,0,2,50.0,26,23:39,0,2,15,13,53.6
1,crosbsi01,2017-10-05,2,30-059,PIT,@,CHI,L,0,1,1,-4,0,0,0,0,0,0,1,0,4,0.0,24,16:17,2,0,10,7,58.8
